GEOID,Pct_NonWhite,Pct_PublicTrans,Pct_RentBurden,Pct_BelowPov
6037212410,92.6,29.72,60.06,20.6
6037212420,91,37.00,66.09,23.1
6037212501,79.4,15.70,54.49,20.8
6037212502,83.6,21.63,58.65,15.8
6037212610,89,9.92,49.63,14.1
6037212620,90.7,13.59,59.88,28
6037212701,87.5,8.73,61.84,12
6037212702,78,6.71,61.84,8.1
6037212800,86.7,6.95,61.88,6.7
6037212900,88.8,13.21,51.28,14.7
6037213100,92.3,8.98,62.79,20.2
6037213201,96.6,16.72,65.41,24.2
6037213202,96.9,20.17,46.31,15.3
6037213310,96.6,13.73,44.63,24
6037213320,92.7,15.69,52.83,30.4
6037213401,98.4,25.17,54.45,20.2
6037213402,95.1,24.32,65.47,27.3
6037214000,17.9,1.27,55.8,11.7
6037214100,20.4,0.47,56.33,6.6
6037214400,35.8,2.71,43.77,8.9
6037214501,67.2,0.78,66.5,8.7
6037214503,53.2,2.07,60.77,18.9
6037214504,69.4,3.43,50.92,18.1
6037214505,46.2,0.00,67.79,10
6037214600,30.1,0.87,46.9,9.5
6037214700,30.3,0.00,57.58,9.5
6037214800,33.2,0.41,52.64,17.7
6037214902,26.9,0.00,53.04,12.1
6037214903,25.1,5.62,67.68,24.9
6037214904,17,0.00,48.86,2.3
6037215101,44.7,2.39,53.17,13.4
6037215102,47.9,4.36,46.1,11.9
6037216100,55.4,0.73,51.32,11.3
6037216201,58,2.36,60.33,18
6037216202,56.1,1.40,45.45,11.5
6037216301,23.3,0.00,67.62,10.5
6037216302,50.3,0.71,47.5,12.3
6037216401,34.9,3.14,52.79,9.5
6037216402,32.7,0.00,56.88,8.8
6037216700,62.7,2.71,46.15,8.9
6037216800,46.3,4.79,48.73,5.4
6037216901,64.1,4.45,43.95,9.7
6037216902,62.2,0.00,44.81,25.5
6037217001,23.4,0.00,48.12,5.1
6037217002,39.8,1.63,55.07,8.6
6037217101,84.7,13.21,37.68,17.8
6037217102,66.2,9.93,49.09,19.6
6037217200,76.1,14.06,51.93,17.3
6037218110,87.1,15.05,63.17,21.3
6037218120,94.9,16.79,41.99,28.2
6037218210,87,15.49,58.18,21.2
6037218220,84.3,13.66,55.91,10.8
6037218300,76.1,7.71,47.05,20.7
6037218400,85.4,7.40,55.71,11.9
6037218500,88.3,11.10,57.5,17.8
6037218600,85.4,3.46,53.77,11.2
6037218701,92.8,14.73,68.22,19.7
6037218702,90.8,20.66,53.21,12.6
6037218800,91.7,8.49,73.57,23.8
6037218900,92.7,3.48,50,17.5
6037219010,88.1,6.75,61.62,11.2
6037219020,91.1,8.82,66.32,29.3
6037219300,89.5,5.46,52.57,17.8
6037219500,88.4,9.23,38.36,6.7
6037219700,91.6,6.67,52.83,17.7
6037219800,91.2,10.16,33.43,10.6
6037219901,91,14.43,59.24,12.5
6037219902,83.1,13.95,53.06,16.2
6037220000,89.1,7.56,67.07,25.3
6037220100,93.3,0.92,42.01,14.7
6037221110,95.2,39.20,49.79,19.5
6037221120,99.4,17.11,60.7,29.4
6037221210,92.1,10.49,45.98,14
6037221220,95.8,18.76,58.31,22.9
6037221302,93.6,24.76,68.66,30.9
6037221303,91.8,31.63,50.16,33.5
6037221304,96.6,13.15,56.56,12.4
6037221401,88.6,17.12,68.07,17.1
6037221402,90.8,5.33,53.48,22.1
6037221500,86.7,10.92,55.71,33.5
6037221601,94,14.17,51.46,24.4
6037221602,96.1,19.03,58.8,18.4
6037221710,90.3,14.71,59.84,34.1
6037221810,88.6,15.52,64.18,41.1
6037221820,64.5,6.79,68.17,51.7
6037221900,72.2,5.89,71.89,59.1
6037222001,90.6,6.44,50,18.4
6037222002,93.7,18.78,60.26,18.9
6037222100,92,15.92,61.46,14.5
6037222200,91.4,5.80,56.29,16
6037222500,97.9,10.39,45.26,12.8
6037222600,89,5.82,50.33,39.2
6037222700,65.2,6.19,66.67,61.9
6037224010,88.4,6.09,55.39,30.9
6037224020,95.3,22.82,68.52,37.6
6037224200,95.7,20.93,56.43,20.9
6037224310,86.1,18.44,39.45,22.2
6037224320,100,19.08,58.81,37.7
6037224410,75.8,24.50,70.86,42.9
6037224420,93.6,23.16,64.78,35.9
6037224600,95.4,19.32,61.75,24.8
6037224701,68.6,6.93,57.29,42.9
6037224702,59.8,3.41,63.37,77.8
6037226001,97.7,16.99,79.69,34.4
6037226002,76,9.72,52.3,29.5
6037226410,100,20.86,56.95,33
6037226420,99.6,18.03,72.61,25.9
6037226701,100,9.62,57.62,31.8
6037226702,99.5,16.10,35.88,28.1
6037227010,98.5,12.99,55.66,33.2
6037227020,99.7,12.83,64.33,16.8
6037228100,93.6,11.23,66.56,33.6
6037228210,99.9,13.07,79.42,21
6037228220,98.6,12.35,66.49,28.2
6037228310,99.6,18.84,63.89,30.9
6037228320,99.5,11.06,58.93,30.7
6037228410,99.5,19.78,61.08,20.8
6037228420,100,12.76,55.53,22.5
6037228500,99.4,20.60,68.19,43.9
6037228600,100,8.64,68.14,24.9
6037228710,98.9,10.51,63.73,20.6
6037228720,99.7,10.27,58.63,27
6037228800,99.8,9.03,76.64,24.7
6037228900,99.9,13.19,54.43,30.7
6037229100,99,16.36,68.55,25.7
6037229200,99.9,7.95,73.46,22.1
6037229300,95.6,18.55,59.13,25.1
6037229410,99.5,6.47,75.26,22.6
6037229420,99.8,9.63,60.52,26.6
6037231100,91.2,18.08,56.78,38.6
6037231210,96.9,16.66,56.99,32.1
6037231220,97.7,8.35,62.7,25.9
6037231301,97.7,6.33,70.97,22.4
6037231302,91.9,6.93,63.91,12.2
6037231400,95.6,13.73,61.77,25.6
6037231500,97.6,12.18,51.77,17.6
6037231601,97.4,10.66,51.11,17.1
6037231602,95.2,2.92,50.84,15.2
6037231603,99.4,13.66,47.76,32.9
6037231710,99.1,16.36,59.15,29.9
6037231720,97.9,19.11,59.27,33.6
6037231800,99.6,16.19,57.22,23.8
6037231901,100,11.85,46.36,12.6
6037231902,98.8,15.54,67.11,44.8
6037232110,99.5,16.47,58.94,24.9
6037232120,99.2,3.83,57.74,24.2
6037232200,98.3,5.19,38.13,16.9
6037232300,97,8.03,37.9,17
6037232401,94.5,5.18,74.91,14.8
6037232402,94.4,10.75,45.35,28.5
6037232500,98,5.40,66.18,16.1
6037232601,100,9.31,48.86,16.7
6037232602,98.9,10.36,53.7,20.6
6037232701,99.4,4.44,62.84,20.3
6037232702,96.1,15.36,62.34,23.2
6037232800,99.2,6.41,58.35,23.2
6037234001,90.9,9.13,29.24,4.8
6037234002,95.8,11.59,65.1,16.2
6037234200,94.3,15.63,50.23,11.2
6037234301,94.3,6.55,82.58,13
6037234302,99.6,6.53,67.79,19.2
6037234501,93.6,1.90,50.78,7.7
6037234502,95.9,6.16,62.3,29.6
6037234600,97,3.13,81.45,15.1
6037234700,96.8,2.42,60.99,20.3
6037234800,95.5,5.74,45.14,7.6
6037234901,98.2,20.38,41.55,27
6037234902,94,21.97,75.73,24.2
6037235100,90.1,2.22,59.04,10.6
6037235201,96.2,1.71,82.37,18.1
6037235202,94.3,17.58,68.55,26.8
6037236001,68,3.79,42.24,6.5
6037236101,97.3,7.96,77.61,22.1
6037236102,95.6,8.16,58.07,28.7
6037236203,96.1,13.04,78.14,31.8
6037236204,98,15.72,64.41,14.3
6037236205,97.9,10.97,60.76,33.3
6037236206,99,6.60,45.8,15.3
6037236400,91.7,10.53,46.77,7.2
6037237101,99,12.81,56.14,15.4
6037237102,99.2,5.21,53.49,29.5
6037237201,97.8,8.86,47.47,26.7
6037237202,97.6,7.71,90.52,30.7
6037237300,97.7,2.27,61.57,13.4
6037237401,98.5,9.81,65.1,31.5
6037237402,96.5,10.71,46.01,3.2
6037237500,98,13.35,70.32,34
6037237600,99.8,11.35,53.98,24
6037237710,98.7,8.38,66.12,35.9
6037237720,100,3.07,60.18,23.8
6037237800,97.9,6.76,86.94,25.6
6037237900,94.2,3.77,49.55,17.4
6037238000,97.1,0.63,78.01,13.6
6037238100,96.5,2.27,54.74,17.6
6037238200,97.8,8.79,56.64,19.4
6037238310,98.8,11.63,63.69,29.3
6037238320,97.8,20.81,54.07,38.4
6037238400,98.4,0.82,60.93,13.6
6037239201,99.3,10.25,61.36,25.3
6037239202,99.1,17.63,43.49,15.6
6037239310,99.9,12.72,46.33,23.5
6037239320,100,9.81,53.47,21.4
6037239330,100,10.77,52.91,28.8
6037239501,98.9,10.68,58.94,22.6
6037239502,99.7,8.93,68.43,17.5
6037239601,99.4,14.79,49.15,20.6
6037239602,99.7,6.95,63.35,35.4
6037239701,99.8,13.96,62.7,33.6
6037239702,98.9,9.82,60.37,28.2
6037239801,99.4,10.89,61.65,24.6
6037239802,98.2,5.10,65.33,21.8
6037240010,99.7,9.29,66.98,34.3
6037240020,99.9,12.89,78.09,23.8
6037240200,99.3,11.57,66.7,33.7
6037240301,96,13.04,49.51,27
6037240302,99.7,3.72,74.49,28.3
6037240401,99,16.42,72.04,27
6037240402,97.2,4.43,56.01,27
6037240500,99.3,15.61,59.41,32.2
6037240600,99.9,7.27,53.46,19
6037240700,99.6,5.74,70.92,18.8
6037240800,99.9,17.47,64.57,25
6037240901,100,4.13,67.33,28.8
6037240902,99.7,6.67,63.48,34.6
6037241001,99.2,6.42,49.22,20.8
6037241002,99.1,4.44,66.98,25.3
6037241110,99.2,7.38,68.01,14.6
6037241120,98,17.04,74.61,35.6
6037241201,99.2,6.73,80.36,20.1
6037241202,97.1,8.05,76.13,27
6037241300,98,9.05,72.63,23.8
6037241400,98.5,9.42,58.49,13.3
6037242000,98.5,1.14,66.15,21.9
6037242100,100,9.77,43.15,42.4
6037242201,100,4.20,56.47,19.9
6037242202,99.6,23.19,60.56,27.7
6037242300,99.6,10.49,54.53,26.4
6037242600,99.9,16.05,55.66,52.2
6037242700,98.1,9.34,61.39,18.4
6037243001,100,8.31,80.59,18.5
6037243002,99.1,5.32,39.89,5.3
6037243100,98.1,3.15,71.87,41.7
6037261102,16.8,0.00,48.06,5.7
6037261103,20.5,0.87,44.54,5.7
6037261104,19.3,0.00,45.56,8.1
6037261200,29.4,0.00,46.35,7.4
6037262100,21.4,0.00,33.59,3.6
6037262200,30,1.61,48.88,5.7
6037262301,31.6,0.00,47.73,5.6
6037262302,16.7,0.00,24.59,8.2
6037262303,10.8,0.00,0,3.4
6037262400,19.9,0.00,71.32,2.4
6037262501,10.4,0.00,49.22,2.7
6037262601,21.7,0.00,1.22,5.3
6037262604,22.1,0.00,43.84,8.5
6037262704,24.5,0.00,46.73,3.7
6037262706,13.8,0.00,47.31,3
6037262802,17.2,3.52,57.35,7.2
6037264000,15.5,0.00,53.88,4.8
6037264102,32.5,0.00,31.75,8.1
6037264103,27.1,4.19,35.15,5.4
6037264303,26.6,2.91,39.07,5
6037264304,26.9,5.87,41.85,3.3
6037264305,30.3,2.02,40.53,7.8
6037264306,26.9,0.00,52.21,4.4
6037265100,19,0.00,73.7,12
6037265201,33.6,3.34,69.35,10
6037265203,32.4,2.49,62.41,14.4
6037265204,46,0.00,55.22,35
6037265301,72.5,4.38,-1,-1
6037265303,70.5,2.08,78.83,62.4
6037265304,64.5,4.31,87.15,73.7
6037265306,66.8,0.00,70,64.1
6037265307,62.4,5.38,73.7,40.8
6037265410,17.8,4.52,52.94,4.7
6037265420,28.5,1.05,52.94,6.4
6037265521,47.6,2.47,52.88,15.9
6037265522,60.2,4.55,64.67,15.2
6037265523,45.9,1.31,72.34,5.9
6037265524,36.2,1.91,55.62,4.4
6037265601,26.2,0.00,54.09,11.5
6037265602,21.6,0.00,59.83,16.8
6037265701,37.2,1.01,38.4,5.8
6037265702,14.3,0.99,81.45,10.9
6037267101,35.5,0.74,55.57,5.6
6037267102,39.9,0.94,51.59,12.2
6037267201,44.3,3.59,52.99,5.4
6037267202,34.4,5.95,54.33,11.6
6037267300,63.5,7.19,36.73,14.1
6037267403,38.8,6.66,48.27,14.6
6037267404,48.7,4.77,65.56,22
6037267405,37.1,6.48,44.77,10.9
6037267406,40.9,3.30,50.55,7.4
6037267502,44.7,9.48,52.72,9.8
6037267503,42.6,8.22,45.81,17.1
6037267504,58.9,6.20,53.15,8.8
6037267600,58.7,5.62,48.28,11.1
6037267700,56.6,1.01,47.62,7.9
6037267800,43.7,4.10,55.49,4.9
6037267901,39.7,1.12,42.59,10.6
6037267902,34.6,0.58,40.56,6.7
6037269000,40,2.71,35.1,2.2
6037269100,27.8,3.67,58.67,13
6037269300,23.1,3.51,54.73,3.4
6037269500,21.8,0.78,0,0.5
6037269601,88.1,6.66,63.92,9.6
6037269602,58.1,8.12,51.68,22
6037269700,46.3,3.89,34.55,7.7
6037269800,58.3,4.29,41.76,10
6037269903,66.8,3.40,49.46,17.6
6037269905,49.3,6.24,45.02,7.9
6037269906,57.9,7.51,33.27,3.4
6037269907,60.4,11.17,40.67,11
6037269908,70.1,9.97,40.68,5.1
6037269909,61.3,5.62,42.06,5
6037270101,43.5,4.38,48.65,6.8
6037270102,64.8,1.38,41.26,10.4
6037270200,72.6,4.46,61.27,13.3
6037270300,74.9,1.21,46.41,8.3
6037271100,51.6,3.44,63.81,9
6037271200,65.5,3.89,45.07,6.1
6037271300,55.1,2.16,61.52,10.1
6037271400,29.1,0.72,52.8,0.6
6037271500,37.9,0.31,55.58,11
6037271600,61,5.71,39.16,11.9
6037271702,68.1,4.28,49.27,12
6037271703,49.6,6.91,35.68,6.6
6037271704,48.2,3.08,29.29,6.3
6037271801,65.4,10.68,63.37,16.3
6037271803,62.2,14.36,50.85,11.9
6037271804,40.1,7.78,56.88,4.8
6037271901,59.9,2.17,39.35,6
6037271902,48.6,3.03,45.17,8.3
6037272100,41.4,2.54,53.36,3
6037272201,40,9.16,47.97,8.8
6037272202,51,1.99,46.54,7.6
6037272301,43.7,0.57,42.79,6.5
6037272302,59.4,7.35,44.65,9.4
6037273100,34.1,1.91,40.3,9.7
6037273200,42.4,0.67,38.74,8.6
6037273300,36.7,6.35,57.49,16.1
6037273403,30.4,5.14,50.56,21.5
6037273404,17.9,0.00,72.22,9.1
6037273502,23.9,3.69,39.18,8.1
6037273600,24.6,0.00,59.22,3.9
6037273700,31.7,1.62,47.85,4.3
6037273800,38.1,4.25,55.9,9.8
6037273902,33.9,0.98,50.88,15.9
6037274100,42.9,0.00,70.76,9.5
6037274202,35.8,1.22,47.88,9.5
6037275101,44.1,1.86,43.06,3.3
6037275102,82.2,1.37,50.06,20
6037275200,70.7,1.83,36.34,5.4
6037275311,53.9,1.03,53.74,8.8
6037275312,22.7,0.00,50.08,2.4
6037275313,44.9,0.00,50.87,16.7
6037275400,38.2,0.79,46.11,10.9
6037275500,82.6,4.61,49.43,21.9
6037275603,59.3,2.73,50.29,5.7
6037275604,43.1,0.00,49.43,6.1
6037275605,62.4,0.00,46.26,15.3
6037276000,43.8,0.00,38.67,5
6037276101,70,0.67,51.51,8.3
6037276102,83.1,1.94,57.24,12.8
6037276400,36.9,0.95,31.61,6.8
6037276500,50,0.26,67.02,19.5
6037276601,35.6,0.55,47.47,6.1
6037276605,23.6,1.11,45.41,4.1
6037276606,51.1,1.52,50.85,3.3
6037276607,49.3,0.77,60.52,20.1
6037276608,44.5,0.00,60.36,12.8
6037277000,42.8,0.52,64.46,7
6037277100,50.3,1.99,40.78,4.7
6037277200,74.8,1.83,77.98,12.3
6037277400,-1,-1.00,-1,-1
6037278001,57.9,0.80,50.94,14.6
6037278102,28.4,0.85,29.32,4.6
6037291110,99.2,8.82,43.76,23.6
6037291120,98.4,3.48,52.04,10
6037291130,96.1,1.48,32.51,8.5
6037291210,91.2,0.47,48.34,11.7
6037291220,94.1,2.84,52.8,20.4
6037291300,90.7,6.35,33.05,6.7
6037292001,95.2,3.45,66.85,32.9
6037292002,77.2,0.00,55.38,10.8
6037293203,88.2,0.00,70.23,14.2
6037293204,90.8,0.57,34.3,6.5
6037293205,93.4,3.03,70.36,12.2
6037293206,90.8,0.00,63.83,23.3
6037293301,73.5,0.45,55.97,3.3
6037293302,83.7,2.15,60.22,8.8
6037293304,83.8,4.71,58.98,14.5
6037293306,66.1,1.10,38.26,4.5
6037293307,86.3,1.42,59.62,14.8
6037294110,90.9,0.00,57.02,16.4
6037294120,99.6,2.43,54.87,19.5
6037294200,94.2,1.06,63.53,15.5
6037294301,94.2,0.85,76.67,2.5
6037294302,96.3,3.64,62.18,11.2
6037294410,89.8,1.59,49.3,20.2
6037294421,90.9,2.40,55.52,18
6037294510,96.6,3.49,59.83,23.9
6037294520,97.2,3.18,61.84,17.6
6037294610,97.9,2.15,46.62,14.5
6037294620,99.2,1.17,36.57,4.7
6037294701,94.4,6.07,73.52,32.3
6037294810,98.5,2.40,62.07,20.2
6037294820,98.5,2.74,69.71,45.5
6037294830,95.3,4.71,53.16,18.8
6037294900,97.8,6.14,58.16,32.2
6037295103,50.7,0.51,59.29,3.6
6037296210,92.1,3.35,61.17,18.4
6037296220,88.1,7.72,53.8,24
6037296300,68,0.00,55.83,6.7
6037296401,51,0.00,51.03,12.2
6037296402,60.4,0.00,48.25,2.4
6037296500,86.2,7.30,51.05,13
6037296600,85.8,10.35,61.64,25.6
6037296901,82.2,1.73,50.37,16.1
6037296902,77.4,7.18,61.39,17.8
6037297001,44.9,4.34,61.96,10.6
6037297002,57.1,2.24,32.1,8.9
6037297110,78.7,6.95,64.44,33.6
6037297120,82.5,5.21,63.8,19.9
6037297201,74.3,7.79,57.19,14.6
6037297202,58.8,3.48,39.37,10.7
6037297300,47.9,1.74,54.48,4
6037297400,41.5,1.80,32.86,8.8
6037297501,50.8,0.00,34.22,5.1
6037297502,51.8,2.78,57.92,8.9
6037297601,61.1,1.00,58.94,2.2
6037297602,59,0.00,44.66,12.8
6037300100,45,0.00,26.91,4.7
6037300200,53.2,0.56,49.39,2.6
6037300301,35.1,0.00,57.47,3.6
6037300400,58.7,0.00,55.79,1
6037300501,62.8,0.99,80.58,4.4
6037300503,57.6,0.00,62.85,12
6037300601,44.4,1.46,71.1,16.8
6037300602,37.5,0.00,60.8,6.1
6037300701,28.1,0.00,68.77,12.4
6037300702,20.4,0.00,48.37,3.1
6037300800,40.8,0.49,58.17,3.4
6037300901,32,0.00,70.83,2.8
6037300902,32.9,0.00,48.21,3.6
6037301000,38.6,0.34,49.66,6.1
6037301100,23.1,1.18,76.74,5.4
6037301203,30,0.48,52.81,16.3
6037301204,32.5,8.07,62.03,14.7
6037301205,21,2.62,87.76,3.9
6037301206,28.5,1.18,52.05,9.4
6037301300,18.2,0.00,0,3.6
6037301400,25.8,0.31,37.68,3.2
6037301501,24.9,0.00,52.69,4.1
6037301502,19.6,5.57,64.75,20.3
6037301601,27.3,1.48,65.41,22.4
6037301602,63.6,1.42,60.58,10.9
6037301701,39.2,2.06,45.53,18
6037301702,48,0.24,55.28,17.1
6037301801,36.5,2.72,67.97,23.5
6037301802,45.6,2.26,56.57,18.5
6037301901,19.6,0.00,41.19,12.6
6037301902,21.6,0.00,65.18,21.9
6037302002,42,3.23,64.31,27.3
6037302003,26.5,0.44,48.88,18.9
6037302004,37,4.64,60.94,19
6037302102,41.8,1.88,40.55,8.7
6037302103,38.2,0.00,55.65,19.7
6037302104,59.4,4.25,58.66,10
6037302201,30,5.93,64.11,20.4
6037302202,36.9,10.14,68.35,30.5
6037302301,52.1,1.27,55.56,16.6
6037302302,64.1,5.41,63.17,20
6037302401,60,2.50,54.51,11.3
6037302503,41.3,1.77,64.9,19
6037302504,45.8,9.43,68.95,23.1
6037302505,40.5,2.82,59.17,16.4
6037302506,42.6,1.24,71.46,18.7
6037310100,32.3,3.16,76.92,5.2
6037310201,38.6,0.67,68.33,5
6037310202,31.4,1.79,64.31,13.7
6037310300,32.1,1.65,54.69,4.5
6037310400,44.9,0.00,55.07,12.7
6037310501,71.9,6.38,46.43,15.8
6037310601,56.6,1.75,61.37,17.8
6037310602,29.3,1.64,61.7,7.9
6037310701,37.7,0.00,47.62,34.6
6037310703,30.7,0.53,65.79,12.7
6037310704,41.5,0.00,70.74,19.7
6037310705,53.2,10.28,65,17.6
6037310800,42.9,0.47,71.2,13.4
6037310900,54.3,0.95,55.87,5.8
6037311000,53.7,2.82,43.89,9.9
6037311100,47.8,0.70,28.76,11.4
6037311200,38.4,0.00,55.72,5.1
6037311300,48.1,0.00,50.52,5.8
6037311400,30.9,2.95,27.33,3.9
6037311500,56.1,0.94,52.57,8.4
6037311601,64.4,0.00,39.73,6.5
6037311602,45.6,2.63,51.36,11.9
6037311700,43.6,0.00,46.51,8.1
6037311801,48.8,4.70,48.05,13.3
6037311802,62,1.15,42.7,5
6037320101,93.1,2.78,76.88,8.3
6037320102,97,0.53,61.32,12.9
6037320201,97.4,5.16,57.76,15
6037320202,93.1,2.41,75.07,7.4
6037320300,97,0.70,66.98,10.4
6037400205,55,2.60,71.88,1.1
6037400206,49.3,3.10,41.71,1.7
6037400207,49.8,0.00,58.6,2.5
6037400208,30.2,0.00,100,0
6037400209,51.8,1.39,30.32,4.3
6037400304,70.6,0.05,65.68,10.3
6037400402,53.4,2.58,51.17,4.3
6037400403,60.6,2.38,56.16,10.2
6037400404,33.2,5.22,7.62,1.5
6037400501,31.6,1.06,38.64,3.4
6037400602,86.6,5.32,42.4,11.5
6037400603,73.5,1.97,37.74,5.7
6037400605,76,2.90,54.31,10.1
6037400801,59.2,1.36,43.42,6.4
6037401001,46.1,2.78,80.83,3.4
6037401002,54.3,3.05,54.03,8.1
6037401101,67.9,1.50,54.48,7.8
6037401102,58.3,1.78,40.45,5.2
6037401201,64,4.74,35.09,6.8
6037401202,61.3,2.54,45.42,6.4
6037401203,66.6,2.79,71.18,13.7
6037401303,63.9,0.44,55.48,4
6037401304,69.9,0.00,54.35,6.6
6037401311,54.5,0.00,38.08,9.8
6037401312,63.9,2.34,74.92,4.6
6037401500,71.4,1.05,43.99,11.3
6037401601,49.1,0.00,40.99,9.1
6037401602,57.4,0.82,51.2,10.7
6037401705,61.8,0.74,73.68,8.6
6037401706,73.7,2.38,69.22,16.6
6037401707,83.2,1.54,60.4,14.8
6037401801,53.7,0.31,27.01,2.6
6037401802,55.6,1.77,42.11,4.7
6037401901,63.5,2.55,30.23,2.3
6037401902,34.5,2.00,54.69,5
6037402001,72.3,0.15,57.32,16.2
6037402002,54.5,0.59,71.72,8.8
6037402101,97.3,0.92,37.98,15.9
6037402102,92.1,2.18,47.6,9.9
6037402200,84.2,1.88,65.34,6
6037402301,88.7,6.79,51.12,18
6037402303,92,0.94,66.61,16.9
6037402304,96.7,6.22,54.93,22.4
6037402403,84.7,0.56,55.98,8.5
6037402404,62.2,0.00,0,0
6037402405,97.7,0.66,50.68,13.3
6037402406,93.3,0.94,42.57,16.3
6037402501,98.2,1.43,50.4,14.8
6037402503,97.4,5.65,55.74,16.6
6037402504,96.9,0.00,64.6,24
6037402601,81.1,2.69,53.59,19.1
6037402602,78.3,0.00,27.09,6.1
6037402702,96.1,5.05,55.25,33
6037402703,92.6,0.67,70.71,11.3
6037402705,89.7,0.00,37.71,7.9
6037402706,88.9,0.96,43.65,17.9
6037402801,96.9,1.53,55.16,13.5
6037402803,98.4,0.00,60.66,10.8
6037402804,97.9,0.00,63.59,15
6037402902,89,1.80,47.47,10.5
6037402903,97.8,0.00,46.56,15.1
6037402904,96.5,0.00,73.5,15.6
6037403000,93.4,2.08,51.09,7.8
6037403305,96.1,0.53,67.27,9.4
6037403316,82,0.00,64.09,10.1
6037403317,82,1.19,44.19,5.4
6037403318,81.3,0.97,37.73,6.7
6037403319,86.3,2.18,57.96,13
6037403320,87.3,3.82,30.22,8
6037403321,80.9,1.11,75.2,13.4
6037403323,93.3,0.00,75.6,5.5
6037403324,92.2,3.07,49.35,12.8
6037403325,85.5,0.42,57.77,8.9
6037403326,92.4,0.55,54.97,4.5
6037403327,77.7,1.33,28.07,1.5
6037403328,86.6,1.37,52.25,8.3
6037403401,92.1,0.88,50.15,11.2
6037403402,90.7,3.14,72.83,5.6
6037403403,93.6,2.23,28.82,13.1
6037403404,87.4,0.81,65.15,9.8
6037403407,88.7,1.15,58.18,6.1
6037403408,93.5,2.99,29.46,6.7
6037403409,86.3,4.31,54.14,5.2
6037403500,77.9,0.00,55.56,6.9
6037403601,79.7,1.39,28.06,8.7
6037403702,64,1.35,28,2.2
6037403703,63.9,1.56,51.88,6.4
6037403721,80.2,0.70,69.84,8.5
6037403722,87.9,2.31,68.97,13.5
6037403801,82.6,1.75,38.52,9.6
6037403802,74.3,2.13,58.94,15.6
6037403901,60.6,7.30,46.38,11.2
6037403902,71.3,0.96,50.43,12.4
6037404000,80,1.93,41.76,4.8
6037404100,91.5,0.31,72.13,9.7
6037404201,91,1.35,73.52,19.4
6037404203,82.9,3.78,52.98,11.3
6037404301,94.6,2.47,45.53,22.2
6037404302,85.6,3.42,59.38,2.8
6037404401,84.5,2.33,42.86,13.7
6037404402,94.4,2.32,42.36,6
6037404501,95.1,0.00,64.44,17.8
6037404503,94.3,1.97,47.26,6.6
6037404504,96.4,11.15,42.64,17.1
6037404600,94.5,1.89,52.63,6.3
6037404701,97.2,2.13,47.2,13.4
6037404702,97.6,4.16,37.13,14.7
6037404703,98.8,4.43,46.8,11.9
6037404804,93.7,1.68,53.14,16.1
6037404805,96.6,4.52,42.25,16.6
6037404806,96.3,1.73,64.89,12.5
6037404901,98,3.61,46.35,11.6
6037404902,97,4.14,47.42,9.9
6037404903,97.6,3.23,41.92,9.6
6037405001,97.5,3.30,72,12.8
6037405002,96.8,7.18,66.14,10.6
6037405101,97.2,3.01,58.74,21.2
6037405102,98.5,3.36,59.07,12.1
6037405201,97,0.66,58.97,8.5
6037405202,98,2.33,55.26,8.1
6037405203,90.8,0.46,63.89,22.1
6037405301,84.6,0.80,60.82,13
6037405302,88.9,2.43,49.43,8
6037405400,90.9,1.71,24.58,4.9
6037405500,90.3,2.28,54.39,12.5
6037405600,92.7,2.41,58.26,11.1
6037405701,88,2.58,58.56,14.1
6037405702,86.6,1.80,28.54,9.7
6037405800,87.7,1.43,44.17,6.7
6037405900,82.9,0.89,64.89,7.5
6037406000,84.4,0.67,43.56,6.5
6037406101,81,2.06,55.04,2.9
6037406103,80.5,2.78,47.15,10.7
6037406201,95.1,4.32,65.8,19
6037406300,81,0.61,48.17,6.4
6037406413,85.7,0.53,62.08,6.6
6037406500,94.6,3.86,68.36,11.5
6037406601,86.3,1.70,51.37,7
6037406602,90.1,0.87,37.6,11.8
6037406701,95,0.79,69.61,6.2
6037406702,81.8,1.37,61.56,8.8
6037406801,90.2,0.74,53.59,8.8
6037406903,97.5,0.48,75.18,16.9
6037407001,96.6,2.46,41.8,8.4
6037407002,97.2,2.37,43.59,7.3
6037407101,98.6,2.01,56.09,15.6
6037407102,98.7,1.23,59.86,7.3
6037407201,97.8,2.62,44.41,7.7
6037407202,95.4,0.00,37.5,14.3
6037407301,95.8,4.77,76.11,6.4
6037407302,97.4,2.34,70.89,15.7
6037407400,96.9,0.12,70.27,2.8
6037407501,97.1,1.88,60.74,9.7
6037407502,95,2.92,40.43,7
6037407601,97.9,0.91,45.05,7.6
6037407602,93.8,4.85,51.34,10.8
6037407701,98.7,6.48,53.26,12.2
6037407702,97.1,2.17,43.75,6.5
6037407801,87.2,1.47,18.75,9.3
6037407802,95.9,2.80,25.14,5.7
6037407901,91.1,1.29,66.36,5.1
6037407902,94.4,5.44,76.98,7.6
6037408003,96,1.19,22.43,10.3
6037408004,92.8,0.91,46.97,14.2
6037408005,87.6,1.44,24.25,5.7
6037408006,93.1,5.37,57.03,8.9
6037408133,96.2,3.49,49.1,7.9
6037408134,89.5,1.32,37.93,11.3
6037408135,91.3,2.04,38.22,19.2
6037408136,93.7,2.15,31.15,7.8
6037408137,95.4,1.22,50.69,12.2
6037408138,96.4,4.07,44.14,6.1
